UID          PID    PPID  C STIME TTY          TIME CMD
yeonjoon 1583036    3819  0 15:28 ?        00:00:00 condor_shadow -f 804234.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583039    3819  0 15:28 ?        00:00:00 condor_shadow -f 804236.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
youngwan 1583068       1  0 Jul16 ?        00:00:00 ssh-agent -s
youngwan 1583069       1  0 Jul16 ?        00:00:00 ssh-agent -s
yeonjoon 1583071    3819  0 15:28 ?        00:00:00 condor_shadow -f 804240.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583085    3819  0 15:28 ?        00:00:00 condor_shadow -f 804291.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583088    3819  0 15:28 ?        00:00:00 condor_shadow -f 804246.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583089    3819  0 15:28 ?        00:00:00 condor_shadow -f 804247.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583090    3819  0 15:28 ?        00:00:00 condor_shadow -f 804248.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583091    3819  0 15:28 ?        00:00:00 condor_shadow -f 804249.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583092    3819  0 15:28 ?        00:00:00 condor_shadow -f 804250.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583095    3819  0 15:28 ?        00:00:00 condor_shadow -f 804251.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583099    3819  0 15:28 ?        00:00:00 condor_shadow -f 804252.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583103    3819  0 15:28 ?        00:00:00 condor_shadow -f 804253.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583107    3819  0 15:28 ?        00:00:00 condor_shadow -f 804254.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583113    3819  0 15:28 ?        00:00:00 condor_shadow -f 804356.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583119    3819  0 15:28 ?        00:00:00 condor_shadow -f 804357.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583123    3819  0 15:28 ?        00:00:00 condor_shadow -f 804358.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583128    3819  0 15:28 ?        00:00:00 condor_shadow -f 804359.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583131    3819  0 15:28 ?        00:00:00 condor_shadow -f 804255.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583132    3819  0 15:28 ?        00:00:00 condor_shadow -f 804256.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583134    3819  0 15:28 ?        00:00:00 condor_shadow -f 804292.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583137    3819  0 15:28 ?        00:00:00 condor_shadow -f 804293.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583141    3819  0 15:28 ?        00:00:00 condor_shadow -f 804294.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583145    3819  0 15:28 ?        00:00:00 condor_shadow -f 804360.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583149    3819  0 15:28 ?        00:00:00 condor_shadow -f 804361.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583155    3819  0 15:28 ?        00:00:00 condor_shadow -f 804362.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583165    3819  0 15:28 ?        00:00:00 condor_shadow -f 804295.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583178    3819  0 15:28 ?        00:00:00 condor_shadow -f 804273.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583179    3819  0 15:28 ?        00:00:00 condor_shadow -f 804364.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583181    3819  0 15:28 ?        00:00:00 condor_shadow -f 804296.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583184    3819  0 15:28 ?        00:00:00 condor_shadow -f 804274.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583186    3819  0 15:28 ?        00:00:00 condor_shadow -f 804275.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583187    3819  0 15:28 ?        00:00:00 condor_shadow -f 804276.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583192    3819  0 15:28 ?        00:00:00 condor_shadow -f 804366.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583193    3819  0 15:28 ?        00:00:00 condor_shadow -f 804297.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583194    3819  0 15:28 ?        00:00:00 condor_shadow -f 804298.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583196    3819  0 15:28 ?        00:00:00 condor_shadow -f 804277.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583198    3819  0 15:28 ?        00:00:00 condor_shadow -f 804278.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583200    3819  0 15:28 ?        00:00:00 condor_shadow -f 804279.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583201    3819  0 15:28 ?        00:00:00 condor_shadow -f 804367.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583203    3819  0 15:28 ?        00:00:00 condor_shadow -f 804369.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583204    3819  0 15:28 ?        00:00:00 condor_shadow -f 804299.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583206    3819  0 15:28 ?        00:00:00 condor_shadow -f 804300.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583208    3819  0 15:28 ?        00:00:00 condor_shadow -f 804301.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583209    3819  0 15:28 ?        00:00:00 condor_shadow -f 804280.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583214    3819  0 15:28 ?        00:00:00 condor_shadow -f 804368.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583221    3819  0 15:28 ?        00:00:00 condor_shadow -f 804370.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583226    3819  0 15:28 ?        00:00:00 condor_shadow -f 804257.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583229    3819  0 15:28 ?        00:00:00 condor_shadow -f 804302.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583236    3819  0 15:28 ?        00:00:00 condor_shadow -f 804371.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583239    3819  0 15:28 ?        00:00:00 condor_shadow -f 804258.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583241    3819  0 15:28 ?        00:00:00 condor_shadow -f 804259.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583243    3819  0 15:28 ?        00:00:00 condor_shadow -f 804303.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583245    3819  0 15:28 ?        00:00:00 condor_shadow -f 804304.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583249    3819  0 15:28 ?        00:00:00 condor_shadow -f 804372.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583251    3819  0 15:28 ?        00:00:00 condor_shadow -f 804260.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583256    3819  0 15:28 ?        00:00:00 condor_shadow -f 804373.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583262    3819  0 15:28 ?        00:00:00 condor_shadow -f 804261.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583268    3819  0 15:28 ?        00:00:00 condor_shadow -f 804262.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583280    3819  0 15:28 ?        00:00:00 condor_shadow -f 804263.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583298    3819  0 15:28 ?        00:00:00 condor_shadow -f 804264.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
youngwan 1583310       1  0 Jul16 ?        00:00:00 ssh-agent -s
yeonjoon 1583323    3819  0 15:28 ?        00:00:00 condor_shadow -f 804265.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583330    3819  0 15:28 ?        00:00:00 condor_shadow -f 804376.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583333    3819  0 15:28 ?        00:00:00 condor_shadow -f 804266.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583339    3819  0 15:28 ?        00:00:00 condor_shadow -f 804268.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583343    3819  0 15:28 ?        00:00:00 condor_shadow -f 804380.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583344    3819  0 15:28 ?        00:00:00 condor_shadow -f 804269.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583350    3819  0 15:28 ?        00:00:00 condor_shadow -f 804382.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583351    3819  0 15:28 ?        00:00:00 condor_shadow -f 804270.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583355    3819  0 15:28 ?        00:00:00 condor_shadow -f 804383.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583356    3819  0 15:28 ?        00:00:00 condor_shadow -f 804384.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
yeonjoon 1583357    3819  0 15:28 ?        00:00:00 condor_shadow -f 804271.0 --schedd=<172.30.1.200:9618?addrs=172.30.1.200-9618&alias=tamsa2.snu.ac.kr&noUDP&sock=schedd_3625_06e6> --xfer-queue=limit=upload,download;addr=<172.30.1.200:31974?alias=tamsa2.snu.ac.kr> <172.30.1.200:31974?alias=tamsa2.snu.ac.kr> -
